PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Fare,TitleGroup,Embarked,FamilySize,AgeGroup
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",1,21,0,0,7.75,Miss,2,1,
302,1,3,"McCoy, Mr. Bernard",0,30,2,0,23.25,Mr,2,3,
303,0,3,"Johnson, Mr. William Cahoone Jr",0,19,0,0,0.0,Mr,0,1,
304,1,2,"Keane, Miss. Nora A",1,21,0,0,12.35,Miss,2,1,
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",0,30,0,0,8.05,Mr,0,1,
306,1,1,"Allison, Master. Hudson Trevor",0,1,1,2,151.55,kid,0,4,
307,1,1,"Fleming, Miss. Margaret",1,21,0,0,110.8833,Miss,1,1,
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",1,17,1,0,108.9,Mrs,1,2,
309,0,2,"Abelson, Mr. Samuel",0,30,1,0,24.0,Mr,1,2,
310,1,1,"Francatelli, Miss. Laura Mabel",1,30,0,0,56.9292,Miss,1,1,
311,1,1,"Hays, Miss. Margaret Bechstein",1,24,0,0,83.1583,Miss,1,1,
312,1,1,"Ryerson, Miss. Emily Borie",1,18,2,2,262.375,Miss,1,5,
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",1,26,1,1,26.0,Mrs,0,3,
314,0,3,"Hendekovic, Mr. Ignjac",0,28,0,0,7.8958,Mr,0,1,
315,0,2,"Hart, Mr. Benjamin",0,43,1,1,26.25,Mr,0,3,
316,1,3,"Nilsson, Miss. Helmina Josefina",1,26,0,0,7.8542,Miss,0,1,
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",1,24,1,0,26.0,Mrs,0,2,
318,0,2,"Moraweck, Dr. Ernest",0,54,0,0,14.0,Dr,0,1,
319,1,1,"Wick, Miss. Mary Natalie",1,31,0,2,164.8667,Miss,0,3,
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",1,40,1,1,134.5,Mrs,1,3,
321,0,3,"Dennis, Mr. Samuel",0,22,0,0,7.25,Mr,0,1,
322,0,3,"Danoff, Mr. Yoto",0,27,0,0,7.8958,Mr,0,1,
323,1,2,"Slayter, Miss. Hilda Mary",1,30,0,0,12.35,Miss,2,1,
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",1,22,1,1,29.0,Mrs,0,3,
325,0,3,"Sage, Mr. George John Jr",0,30,8,2,69.55,Mr,0,11,
326,1,1,"Young, Miss. Marie Grice",1,36,0,0,135.6333,Miss,1,1,
327,0,3,"Nysveen, Mr. Johan Hansen",0,61,0,0,6.2375,Mr,0,1,
328,1,2,"Ball, Mrs. (Ada E Hall)",1,36,0,0,13.0,Mrs,0,1,
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",1,31,1,1,20.525,Mrs,0,3,
330,1,1,"Hippach, Miss. Jean Gertrude",1,16,0,1,57.9792,Miss,1,2,
331,1,3,"McCoy, Miss. Agnes",1,21,2,0,23.25,Miss,2,3,
332,0,1,"Partner, Mr. Austen",0,46,0,0,28.5,Mr,0,1,
333,0,1,"Graham, Mr. George Edward",0,38,0,1,153.4625,Mr,0,2,
334,0,3,"Vander Planke, Mr. Leo Edmondus",0,16,2,0,18.0,Mr,0,3,
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",1,35,1,0,133.65,Mrs,0,2,
336,0,3,"Denkoff, Mr. Mitto",0,30,0,0,7.8958,Mr,0,1,
337,0,1,"Pears, Mr. Thomas Clinton",0,29,1,0,66.6,Mr,0,2,
338,1,1,"Burns, Miss. Elizabeth Margaret",1,41,0,0,134.5,Miss,1,1,
339,1,3,"Dahl, Mr. Karl Edwart",0,45,0,0,8.05,Mr,0,1,
340,0,1,"Blackwell, Mr. Stephen Weart",0,45,0,0,35.5,Mr,0,1,
341,1,2,"Navratil, Master. Edmond Roger",0,2,1,1,26.0,kid,0,3,
342,1,1,"Fortune, Miss. Alice Elizabeth",1,24,3,2,263.0,Miss,0,6,
343,0,2,"Collander, Mr. Erik Gustaf",0,28,0,0,13.0,Mr,0,1,
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",0,25,0,0,13.0,Mr,0,1,
345,0,2,"Fox, Mr. Stanley Hubert",0,36,0,0,13.0,Mr,0,1,
346,1,2,"Brown, Miss. Amelia ""Mildred""",1,24,0,0,13.0,Miss,0,1,
347,1,2,"Smith, Miss. Marion Elsie",1,40,0,0,13.0,Miss,0,1,
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",1,35,1,0,16.1,Mrs,0,2,
349,1,3,"Coutts, Master. William Loch ""William""",0,3,1,1,15.9,kid,0,3,
350,0,3,"Dimic, Mr. Jovan",0,42,0,0,8.6625,Mr,0,1,
351,0,3,"Odahl, Mr. Nils Martin",0,23,0,0,9.225,Mr,0,1,
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",0,30,0,0,35.0,Mr,0,1,
353,0,3,"Elias, Mr. Tannous",0,15,1,1,7.2292,Mr,1,3,
354,0,3,"Arnold-Franchi, Mr. Josef",0,25,1,0,17.8,Mr,0,2,
355,0,3,"Yousif, Mr. Wazli",0,30,0,0,7.225,Mr,1,1,
356,0,3,"Vanden Steen, Mr. Leo Peter",0,28,0,0,9.5,Mr,0,1,
357,1,1,"Bowerman, Miss. Elsie Edith",1,22,0,1,55.0,Miss,0,2,
358,0,2,"Funk, Miss. Annie Clemmer",1,38,0,0,13.0,Miss,0,1,
359,1,3,"McGovern, Miss. Mary",1,21,0,0,7.8792,Miss,2,1,
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",1,21,0,0,7.8792,Miss,2,1,
361,0,3,"Skoog, Mr. Wilhelm",0,40,1,4,27.9,Mr,0,6,
362,0,2,"del Carlo, Mr. Sebastiano",0,29,1,0,27.7208,Mr,1,2,
363,0,3,"Barbara, Mrs. (Catherine David)",1,45,0,1,14.4542,Mrs,1,2,
364,0,3,"Asim, Mr. Adola",0,35,0,0,7.05,Mr,0,1,
365,0,3,"O'Brien, Mr. Thomas",0,30,1,0,15.5,Mr,2,2,
366,0,3,"Adahl, Mr. Mauritz Nils Martin",0,30,0,0,7.25,Mr,0,1,
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",1,60,1,0,75.25,Mrs,1,2,
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",1,35,0,0,7.2292,Mrs,1,1,
369,1,3,"Jermyn, Miss. Annie",1,21,0,0,7.75,Miss,2,1,
370,1,1,"Aubart, Mme. Leontine Pauline",1,24,0,0,69.3,Mrs,1,1,
371,1,1,"Harder, Mr. George Achilles",0,25,1,0,55.4417,Mr,1,2,
372,0,3,"Wiklund, Mr. Jakob Alfred",0,18,1,0,6.4958,Mr,0,2,
373,0,3,"Beavan, Mr. William Thomas",0,19,0,0,8.05,Mr,0,1,
374,0,1,"Ringhini, Mr. Sante",0,22,0,0,135.6333,Mr,1,1,
375,0,3,"Palsson, Miss. Stina Viola",1,3,3,1,21.075,Miss,0,5,
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",1,35,1,0,82.1708,Mrs,1,2,
377,1,3,"Landergren, Miss. Aurora Adelia",1,22,0,0,7.25,Miss,0,1,
378,0,1,"Widener, Mr. Harry Elkins",0,27,0,2,211.5,Mr,1,3,
379,0,3,"Betros, Mr. Tannous",0,20,0,0,4.0125,Mr,1,1,
380,0,3,"Gustafsson, Mr. Karl Gideon",0,19,0,0,7.775,Mr,0,1,
381,1,1,"Bidois, Miss. Rosalie",1,42,0,0,227.525,Miss,1,1,
382,1,3,"Nakid, Miss. Maria (""Mary"")",1,1,0,2,15.7417,Miss,1,3,
383,0,3,"Tikkanen, Mr. Juho",0,32,0,0,7.925,Mr,0,1,
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",1,35,1,0,52.0,Mrs,0,2,
385,0,3,"Plotcharsky, Mr. Vasil",0,30,0,0,7.8958,Mr,0,1,
386,0,2,"Davies, Mr. Charles Henry",0,18,0,0,73.5,Mr,0,1,
387,0,3,"Goodwin, Master. Sidney Leonard",0,1,5,2,46.9,kid,0,8,
388,1,2,"Buss, Miss. Kate",1,36,0,0,13.0,Miss,0,1,
389,0,3,"Sadlier, Mr. Matthew",0,30,0,0,7.7292,Mr,2,1,
390,1,2,"Lehmann, Miss. Bertha",1,17,0,0,12.0,Miss,1,1,
391,1,1,"Carter, Mr. William Ernest",0,36,1,2,120.0,Mr,0,4,
392,1,3,"Jansson, Mr. Carl Olof",0,21,0,0,7.7958,Mr,0,1,
393,0,3,"Gustafsson, Mr. Johan Birger",0,28,2,0,7.925,Mr,0,3,
394,1,1,"Newell, Miss. Marjorie",1,23,1,0,113.275,Miss,1,2,
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",1,24,0,2,16.7,Mrs,0,3,
396,0,3,"Johansson, Mr. Erik",0,22,0,0,7.7958,Mr,0,1,
397,0,3,"Olsson, Miss. Elina",1,31,0,0,7.8542,Miss,0,1,
398,0,2,"McKane, Mr. Peter David",0,46,0,0,26.0,Mr,0,1,
399,0,2,"Pain, Dr. Alfred",0,23,0,0,10.5,Dr,0,1,
400,1,2,"Trout, Mrs. William H (Jessie L)",1,28,0,0,12.65,Mrs,0,1,
401,1,3,"Niskanen, Mr. Juha",0,39,0,0,7.925,Mr,0,1,
402,0,3,"Adams, Mr. John",0,26,0,0,8.05,Mr,0,1,
403,0,3,"Jussila, Miss. Mari Aina",1,21,1,0,9.825,Miss,0,2,
404,0,3,"Hakkarainen, Mr. Pekka Pietari",0,28,1,0,15.85,Mr,0,2,
405,0,3,"Oreskovic, Miss. Marija",1,20,0,0,8.6625,Miss,0,1,
406,0,2,"Gale, Mr. Shadrach",0,34,1,0,21.0,Mr,0,2,
407,0,3,"Widegren, Mr. Carl/Charles Peter",0,51,0,0,7.75,Mr,0,1,
408,1,2,"Richards, Master. William Rowe",0,3,1,1,18.75,kid,0,3,
409,0,3,"Birkeland, Mr. Hans Martin Monsen",0,21,0,0,7.775,Mr,0,1,
410,0,3,"Lefebre, Miss. Ida",1,21,3,1,25.4667,Miss,0,5,
411,0,3,"Sdycoff, Mr. Todor",0,30,0,0,7.8958,Mr,0,1,
412,0,3,"Hart, Mr. Henry",0,30,0,0,6.8583,Mr,2,1,
413,1,1,"Minahan, Miss. Daisy E",1,33,1,0,90.0,Miss,2,2,
414,0,2,"Cunningham, Mr. Alfred Fleming",0,30,0,0,0.0,Mr,0,1,
415,1,3,"Sundman, Mr. Johan Julian",0,44,0,0,7.925,Mr,0,1,
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",1,35,0,0,8.05,Mrs,0,1,
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",1,34,1,1,32.5,Mrs,0,3,
418,1,2,"Silven, Miss. Lyyli Karoliina",1,18,0,2,13.0,Miss,0,3,
419,0,2,"Matthews, Mr. William John",0,30,0,0,13.0,Mr,0,1,
420,0,3,"Van Impe, Miss. Catharina",1,10,0,2,24.15,Miss,0,3,
421,0,3,"Gheorgheff, Mr. Stanio",0,30,0,0,7.8958,Mr,1,1,
422,0,3,"Charters, Mr. David",0,21,0,0,7.7333,Mr,2,1,
423,0,3,"Zimmerman, Mr. Leo",0,29,0,0,7.875,Mr,0,1,
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",1,28,1,1,14.4,Mrs,0,3,
425,0,3,"Rosblom, Mr. Viktor Richard",0,18,1,1,20.2125,Mr,0,3,
426,0,3,"Wiseman, Mr. Phillippe",0,30,0,0,7.25,Mr,0,1,
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",1,28,1,0,26.0,Mrs,0,2,
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",1,19,0,0,26.0,Miss,0,1,
429,0,3,"Flynn, Mr. James",0,30,0,0,7.75,Mr,2,1,
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",0,32,0,0,8.05,Mr,0,1,
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",0,28,0,0,26.55,Mr,0,1,
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",1,35,1,0,16.1,Mrs,0,2,
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",1,42,1,0,26.0,Mrs,0,2,
434,0,3,"Kallio, Mr. Nikolai Erland",0,17,0,0,7.125,Mr,0,1,
435,0,1,"Silvey, Mr. William Baird",0,50,1,0,55.9,Mr,0,2,
436,1,1,"Carter, Miss. Lucile Polk",1,14,1,2,120.0,Miss,0,4,
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",1,21,2,2,34.375,Miss,0,5,
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",1,24,2,3,18.75,Mrs,0,6,
439,0,1,"Fortune, Mr. Mark",0,64,1,4,263.0,Mr,0,6,
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",0,31,0,0,10.5,Mr,0,1,
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",1,45,1,1,26.25,Mrs,0,3,
442,0,3,"Hampe, Mr. Leon",0,20,0,0,9.5,Mr,0,1,
443,0,3,"Petterson, Mr. Johan Emil",0,25,1,0,7.775,Mr,0,2,
444,1,2,"Reynaldo, Ms. Encarnacion",1,28,0,0,13.0,Miss,0,1,
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",0,30,0,0,8.1125,Mr,0,1,
446,1,1,"Dodge, Master. Washington",0,4,0,2,81.8583,kid,0,3,
447,1,2,"Mellinger, Miss. Madeleine Violet",1,13,0,1,19.5,Miss,0,2,
448,1,1,"Seward, Mr. Frederic Kimber",0,34,0,0,26.55,Mr,0,1,
449,1,3,"Baclini, Miss. Marie Catherine",1,5,2,1,19.2583,Miss,1,4,
450,1,1,"Peuchen, Major. Arthur Godfrey",0,52,0,0,30.5,Mr,0,1,
451,0,2,"West, Mr. Edwy Arthur",0,36,1,2,27.75,Mr,0,4,
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",0,30,1,0,19.9667,Mr,0,2,
453,0,1,"Foreman, Mr. Benjamin Laventall",0,30,0,0,27.75,Mr,1,1,
454,1,1,"Goldenberg, Mr. Samuel L",0,49,1,0,89.1042,Mr,1,2,
455,0,3,"Peduzzi, Mr. Joseph",0,30,0,0,8.05,Mr,0,1,
456,1,3,"Jalsevac, Mr. Ivan",0,29,0,0,7.8958,Mr,1,1,
457,0,1,"Millet, Mr. Francis Davis",0,65,0,0,26.55,Mr,0,1,
458,1,1,"Kenyon, Mrs. Frederick R (Marion)",1,35,1,0,51.8625,Mrs,0,2,
459,1,2,"Toomey, Miss. Ellen",1,50,0,0,10.5,Miss,0,1,
460,0,3,"O'Connor, Mr. Maurice",0,30,0,0,7.75,Mr,2,1,
461,1,1,"Anderson, Mr. Harry",0,48,0,0,26.55,Mr,0,1,
462,0,3,"Morley, Mr. William",0,34,0,0,8.05,Mr,0,1,
463,0,1,"Gee, Mr. Arthur H",0,47,0,0,38.5,Mr,0,1,
464,0,2,"Milling, Mr. Jacob Christian",0,48,0,0,13.0,Mr,0,1,
465,0,3,"Maisner, Mr. Simon",0,30,0,0,8.05,Mr,0,1,
466,0,3,"Goncalves, Mr. Manuel Estanslas",0,38,0,0,7.05,Mr,0,1,
467,0,2,"Campbell, Mr. William",0,30,0,0,0.0,Mr,0,1,
468,0,1,"Smart, Mr. John Montgomery",0,56,0,0,26.55,Mr,0,1,
469,0,3,"Scanlan, Mr. James",0,30,0,0,7.725,Mr,2,1,
470,1,3,"Baclini, Miss. Helene Barbara",1,1,2,1,19.2583,Miss,1,4,
471,0,3,"Keefe, Mr. Arthur",0,30,0,0,7.25,Mr,0,1,
472,0,3,"Cacic, Mr. Luka",0,38,0,0,8.6625,Mr,0,1,
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",1,33,1,2,27.75,Mrs,0,4,
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",1,23,0,0,13.7917,Mrs,1,1,
475,0,3,"Strandberg, Miss. Ida Sofia",1,22,0,0,9.8375,Miss,0,1,
476,0,1,"Clifford, Mr. George Quincy",0,30,0,0,52.0,Mr,0,1,
477,0,2,"Renouf, Mr. Peter Henry",0,34,1,0,21.0,Mr,0,2,
478,0,3,"Braund, Mr. Lewis Richard",0,29,1,0,7.0458,Mr,0,2,
479,0,3,"Karlsson, Mr. Nils August",0,22,0,0,7.5208,Mr,0,1,
480,1,3,"Hirvonen, Miss. Hildur E",1,2,0,1,12.2875,Miss,0,2,
481,0,3,"Goodwin, Master. Harold Victor",0,9,5,2,46.9,kid,0,8,
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",0,30,0,0,0.0,Mr,0,1,
483,0,3,"Rouse, Mr. Richard Henry",0,50,0,0,8.05,Mr,0,1,
484,1,3,"Turkula, Mrs. (Hedwig)",1,63,0,0,9.5875,Mrs,0,1,
485,1,1,"Bishop, Mr. Dickinson H",0,25,1,0,91.0792,Mr,1,2,
486,0,3,"Lefebre, Miss. Jeannie",1,21,3,1,25.4667,Miss,0,5,
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",1,35,1,0,90.0,Mrs,0,2,
488,0,1,"Kent, Mr. Edward Austin",0,58,0,0,29.7,Mr,1,1,
489,0,3,"Somerton, Mr. Francis William",0,30,0,0,8.05,Mr,0,1,
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",0,9,1,1,15.9,kid,0,3,
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",0,30,1,0,19.9667,Mr,0,2,
492,0,3,"Windelov, Mr. Einar",0,21,0,0,7.25,Mr,0,1,
493,0,1,"Molson, Mr. Harry Markland",0,55,0,0,30.5,Mr,0,1,
494,0,1,"Artagaveytia, Mr. Ramon",0,71,0,0,49.5042,Mr,1,1,
495,0,3,"Stanley, Mr. Edward Roland",0,21,0,0,8.05,Mr,0,1,
496,0,3,"Yousseff, Mr. Gerious",0,30,0,0,14.4583,Mr,1,1,
497,1,1,"Eustis, Miss. Elizabeth Mussey",1,54,1,0,78.2667,Miss,1,2,
498,0,3,"Shellard, Mr. Frederick William",0,30,0,0,15.1,Mr,0,1,
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",1,25,1,2,151.55,Mrs,0,4,
500,0,3,"Svensson, Mr. Olof",0,24,0,0,7.7958,Mr,0,1,
501,0,3,"Calic, Mr. Petar",0,17,0,0,8.6625,Mr,0,1,
502,0,3,"Canavan, Miss. Mary",1,21,0,0,7.75,Miss,2,1,
503,0,3,"O'Sullivan, Miss. Bridget Mary",1,21,0,0,7.6292,Miss,2,1,
504,0,3,"Laitinen, Miss. Kristina Sofia",1,37,0,0,9.5875,Miss,0,1,
505,1,1,"Maioni, Miss. Roberta",1,16,0,0,86.5,Miss,0,1,
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",0,18,1,0,108.9,Mr,1,2,
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",1,33,0,2,26.0,Mrs,0,3,
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",0,30,0,0,26.55,Mr,0,1,
509,0,3,"Olsen, Mr. Henry Margido",0,28,0,0,22.525,Mr,0,1,
510,1,3,"Lang, Mr. Fang",0,26,0,0,56.4958,Mr,0,1,
511,1,3,"Daly, Mr. Eugene Patrick",0,29,0,0,7.75,Mr,2,1,
512,0,3,"Webber, Mr. James",0,30,0,0,8.05,Mr,0,1,
513,1,1,"McGough, Mr. James Robert",0,36,0,0,26.2875,Mr,0,1,
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",1,54,1,0,59.4,Mrs,1,2,
515,0,3,"Coleff, Mr. Satio",0,24,0,0,7.4958,Mr,0,1,
516,0,1,"Walker, Mr. William Anderson",0,47,0,0,34.0208,Mr,0,1,
517,1,2,"Lemore, Mrs. (Amelia Milley)",1,34,0,0,10.5,Mrs,0,1,
518,0,3,"Ryan, Mr. Patrick",0,30,0,0,24.15,Mr,2,1,
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",1,36,1,0,26.0,Mrs,0,2,
520,0,3,"Pavlovic, Mr. Stefo",0,32,0,0,7.8958,Mr,0,1,
521,1,1,"Perreault, Miss. Anne",1,30,0,0,93.5,Miss,0,1,
522,0,3,"Vovk, Mr. Janko",0,22,0,0,7.8958,Mr,0,1,
523,0,3,"Lahoud, Mr. Sarkis",0,30,0,0,7.225,Mr,1,1,
524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",1,44,0,1,57.9792,Mrs,1,2,
525,0,3,"Kassem, Mr. Fared",0,30,0,0,7.2292,Mr,1,1,
526,0,3,"Farrell, Mr. James",0,41,0,0,7.75,Mr,2,1,
527,1,2,"Ridsdale, Miss. Lucy",1,50,0,0,10.5,Miss,0,1,
528,0,1,"Farthing, Mr. John",0,30,0,0,221.7792,Mr,0,1,
529,0,3,"Salonen, Mr. Johan Werner",0,39,0,0,7.925,Mr,0,1,
530,0,2,"Hocking, Mr. Richard George",0,23,2,1,11.5,Mr,0,4,
531,1,2,"Quick, Miss. Phyllis May",1,2,1,1,26.0,Miss,0,3,
532,0,3,"Toufik, Mr. Nakli",0,30,0,0,7.2292,Mr,1,1,
533,0,3,"Elias, Mr. Joseph Jr",0,17,1,1,7.2292,Mr,1,3,
534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",1,35,0,2,22.3583,Mrs,1,3,
535,0,3,"Cacic, Miss. Marija",1,30,0,0,8.6625,Miss,0,1,
536,1,2,"Hart, Miss. Eva Miriam",1,7,0,2,26.25,Miss,0,3,
537,0,1,"Butt, Major. Archibald Willingham",0,45,0,0,26.55,Mr,0,1,
538,1,1,"LeRoy, Miss. Bertha",1,30,0,0,106.425,Miss,1,1,
539,0,3,"Risien, Mr. Samuel Beard",0,30,0,0,14.5,Mr,0,1,
540,1,1,"Frolicher, Miss. Hedwig Margaritha",1,22,0,2,49.5,Miss,1,3,
541,1,1,"Crosby, Miss. Harriet R",1,36,0,2,71.0,Miss,0,3,
542,0,3,"Andersson, Miss. Ingeborg Constanzia",1,9,4,2,31.275,Miss,0,7,
543,0,3,"Andersson, Miss. Sigrid Elisabeth",1,11,4,2,31.275,Miss,0,7,
544,1,2,"Beane, Mr. Edward",0,32,1,0,26.0,Mr,0,2,
545,0,1,"Douglas, Mr. Walter Donald",0,50,1,0,106.425,Mr,1,2,
546,0,1,"Nicholson, Mr. Arthur Ernest",0,64,0,0,26.0,Mr,0,1,
547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",1,19,1,0,26.0,Mrs,0,2,
548,1,2,"Padro y Manent, Mr. Julian",0,30,0,0,13.8625,Mr,1,1,
549,0,3,"Goldsmith, Mr. Frank John",0,33,1,1,20.525,Mr,0,3,
550,1,2,"Davies, Master. John Morgan Jr",0,8,1,1,36.75,kid,0,3,
551,1,1,"Thayer, Mr. John Borland Jr",0,17,0,2,110.8833,Mr,1,3,
552,0,2,"Sharp, Mr. Percival James R",0,27,0,0,26.0,Mr,0,1,
553,0,3,"O'Brien, Mr. Timothy",0,30,0,0,7.8292,Mr,2,1,
554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",0,22,0,0,7.225,Mr,1,1,
555,1,3,"Ohman, Miss. Velin",1,22,0,0,7.775,Miss,0,1,
556,0,1,"Wright, Mr. George",0,62,0,0,26.55,Mr,0,1,
557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",1,48,1,0,39.6,Mrs,1,2,
558,0,1,"Robbins, Mr. Victor",0,30,0,0,227.525,Mr,1,1,
559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",1,39,1,1,79.65,Mrs,0,3,
560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",1,36,1,0,17.4,Mrs,0,2,
561,0,3,"Morrow, Mr. Thomas Rowan",0,30,0,0,7.75,Mr,2,1,
562,0,3,"Sivic, Mr. Husein",0,40,0,0,7.8958,Mr,0,1,
563,0,2,"Norman, Mr. Robert Douglas",0,28,0,0,13.5,Mr,0,1,
564,0,3,"Simmons, Mr. John",0,30,0,0,8.05,Mr,0,1,
565,0,3,"Meanwell, Miss. (Marion Ogden)",1,21,0,0,8.05,Miss,0,1,
566,0,3,"Davies, Mr. Alfred J",0,24,2,0,24.15,Mr,0,3,
567,0,3,"Stoytcheff, Mr. Ilia",0,19,0,0,7.8958,Mr,0,1,
568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",1,29,0,4,21.075,Mrs,0,5,
569,0,3,"Doharr, Mr. Tannous",0,30,0,0,7.2292,Mr,1,1,
570,1,3,"Jonsson, Mr. Carl",0,32,0,0,7.8542,Mr,0,1,
571,1,2,"Harris, Mr. George",0,62,0,0,10.5,Mr,0,1,
572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",1,53,2,0,51.4792,Mrs,0,3,
573,1,1,"Flynn, Mr. John Irwin (""Irving"")",0,36,0,0,26.3875,Mr,0,1,
574,1,3,"Kelly, Miss. Mary",1,21,0,0,7.75,Miss,2,1,
575,0,3,"Rush, Mr. Alfred George John",0,16,0,0,8.05,Mr,0,1,
576,0,3,"Patchett, Mr. George",0,19,0,0,14.5,Mr,0,1,
577,1,2,"Garside, Miss. Ethel",1,34,0,0,13.0,Miss,0,1,
578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",1,39,1,0,55.9,Mrs,0,2,
579,0,3,"Caram, Mrs. Joseph (Maria Elias)",1,35,1,0,14.4583,Mrs,1,2,
580,1,3,"Jussila, Mr. Eiriik",0,32,0,0,7.925,Mr,0,1,
581,1,2,"Christy, Miss. Julie Rachel",1,25,1,1,30.0,Miss,0,3,
582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",1,39,1,1,110.8833,Mrs,1,3,
583,0,2,"Downton, Mr. William James",0,54,0,0,26.0,Mr,0,1,
584,0,1,"Ross, Mr. John Hugo",0,36,0,0,40.125,Mr,1,1,
585,0,3,"Paulner, Mr. Uscher",0,30,0,0,8.7125,Mr,1,1,
586,1,1,"Taussig, Miss. Ruth",1,18,0,2,79.65,Miss,0,3,
587,0,2,"Jarvis, Mr. John Denzil",0,47,0,0,15.0,Mr,0,1,
588,1,1,"Frolicher-Stehli, Mr. Maxmillian",0,60,1,1,79.2,Mr,1,3,
589,0,3,"Gilinski, Mr. Eliezer",0,22,0,0,8.05,Mr,0,1,
590,0,3,"Murdlin, Mr. Joseph",0,30,0,0,8.05,Mr,0,1,
591,0,3,"Rintamaki, Mr. Matti",0,35,0,0,7.125,Mr,0,1,
592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",1,52,1,0,78.2667,Mrs,1,2,
593,0,3,"Elsbury, Mr. William James",0,47,0,0,7.25,Mr,0,1,
594,0,3,"Bourke, Miss. Mary",1,21,0,2,7.75,Miss,2,3,
595,0,2,"Chapman, Mr. John Henry",0,37,1,0,26.0,Mr,0,2,
596,0,3,"Van Impe, Mr. Jean Baptiste",0,36,1,1,24.15,Mr,0,3,
597,1,2,"Leitch, Miss. Jessie Wills",1,21,0,0,33.0,Miss,0,1,
598,0,3,"Johnson, Mr. Alfred",0,49,0,0,0.0,Mr,0,1,
599,0,3,"Boulos, Mr. Hanna",0,30,0,0,7.225,Mr,1,1,
600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",0,49,1,0,56.9292,Mr,1,2,
